QuoteId,MinPrice,Currency,Direct,OutboundLegCarrierIds,OutboundLegOriginId,OutboundLegDestinationId,OutboundLegDepartureDate,InboundLegCarrierIds,InboundLegOriginId,InboundLegDestinationId,InboundLegDepartureDate,QuoteDateTime,OutboundPlaceIataCode,OutboundPlaceName,OutboundPlaceType,InboundPlaceIataCode,InboundPlaceName,InboundPlaceType,OutboundCarrierName,InboundCarrierName
158,24403,HUF,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-12T15:29:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
159,37649,HUF,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
160,25567,HUF,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-08T09:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
161,53919,HUF,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-16T00:00:00,2017-04-14T19:13:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
162,26264,HUF,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-06T09:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
163,134507,HUF,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-26T00:00:00,2017-04-15T14:24:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
164,76375,HUF,False,1523,43268,65698,2017-05-08T00:00:00,1523,65698,43268,2017-05-26T00:00:00,2017-04-15T14:23:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
165,59399,HUF,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-29T00:00:00,2017-04-05T13:43:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
166,55964,HUF,False,1523,43268,65698,2017-05-08T00:00:00,1523,65698,43268,2017-05-29T00:00:00,2017-04-05T13:43:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
167,59025,HUF,True,881,43268,65698,2017-05-08T00:00:00,881,65698,43268,2017-05-30T00:00:00,2017-04-13T11:56:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
168,26264,HUF,True,1914,43268,66270,2017-05-08T00:00:00,1914,66270,43268,2017-05-31T00:00:00,2017-04-04T17:34:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
174,26421,HUF,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-09T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
175,27118,HUF,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-10T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
176,25955,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-11T00:00:00,2017-04-16T06:11:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
177,36545,HUF,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
178,21881,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-13T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
179,33404,HUF,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T19:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
180,35904,HUF,True,885,43268,81678,2017-05-09T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-17T07:20:00,BUD,Budapest,Station,LTN,London Luton,Station,Flybe,Wizz Air
181,26397,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-05T15:40:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
182,37705,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-14T19:44:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
183,24462,HUF,True,1914,43268,66270,2017-05-09T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-05T15:42:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
184,37665,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-23T00:00:00,2017-04-17T03:29:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
185,81964,HUF,False,1001,43268,65655,2017-05-09T00:00:00,900,65655,43268,2017-05-24T00:00:00,2017-04-16T19:27:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Norwegian,airBaltic
186,72300,HUF,False,1384,43268,65698,2017-05-09T00:00:00,1384,65698,43268,2017-05-26T00:00:00,2017-04-05T15:40:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Swiss,Swiss
187,53703,HUF,True,885,43268,81678,2017-05-09T00:00:00,885,81678,43268,2017-05-30T00:00:00,2017-04-10T18:14:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
191,27068,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-10T00:00:00,2017-04-17T08:13:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
192,31780,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-11T00:00:00,2017-04-16T18:43:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
193,33454,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-16T08:53:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
194,26712,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-15T11:12:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
195,26712,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-15T14:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
196,20186,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-04T10:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
197,28409,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-10T09:34:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
198,27068,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-13T22:40:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
199,58249,HUF,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-18T00:00:00,2017-04-11T11:10:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
200,57065,HUF,False,838,43268,65698,2017-05-10T00:00:00,838,65698,43268,2017-05-18T00:00:00,2017-04-11T11:10:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
201,39007,HUF,True,1914,43268,66270,2017-05-10T00:00:00,885,81678,43268,2017-05-20T00:00:00,2017-04-13T07:25:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Wizz Air,Flybe
202,24725,HUF,True,1914,43268,66270,2017-05-10T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-05T14:34:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
203,51562,HUF,False,838,43268,65698,2017-05-10T00:00:00,838,65698,43268,2017-05-24T00:00:00,2017-04-03T20:32:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
204,52912,HUF,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-28T00:00:00,2017-04-13T11:59:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
205,53237,HUF,True,881,43268,65698,2017-05-10T00:00:00,881,65698,43268,2017-05-29T00:00:00,2017-04-05T13:37:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
206,49463,HUF,False,838,43268,65698,2017-05-10T00:00:00,1324,65698,43268,2017-05-31T00:00:00,2017-04-02T21:10:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,KLM
214,25013,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-11T00:00:00,2017-04-13T19:08:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
215,33454,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-16T18:40:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
216,21897,HUF,True,885,43268,81678,2017-05-11T00:00:00,885,81678,43268,2017-05-13T00:00:00,2017-04-12T08:39:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
217,30313,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-15T20:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
218,25601,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-15T20:57:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
219,25601,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-16T13:51:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
220,21581,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-12T15:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
221,26395,HUF,True,885,43268,81678,2017-05-11T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-11T22:18:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
222,33454,HUF,True,1914,43268,66270,2017-05-11T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-11T22:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
223,54213,HUF,True,881,43268,65698,2017-05-11T00:00:00,881,65698,43268,2017-05-21T00:00:00,2017-04-06T18:05:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
224,53050,HUF,False,838,43268,65698,2017-05-11T00:00:00,838,65698,43268,2017-05-21T00:00:00,2017-04-06T18:05:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
225,54496,HUF,True,881,43268,65698,2017-05-11T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-14T17:30:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
226,38363,HUF,True,885,43268,81678,2017-05-11T00:00:00,885,81678,43268,2017-05-25T00:00:00,2017-04-15T17:53:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
227,48140,HUF,True,885,43268,81678,2017-05-11T00:00:00,1001,65655,43268,2017-05-28T00:00:00,2017-04-15T13:03:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Flybe,Norwegian
231,31536,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-12T00:00:00,2017-04-15T09:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
232,23361,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-13T21:23:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
233,31780,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-16T17:45:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
234,30209,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-16T12:04:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
235,27068,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-15T15:02:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
236,57509,HUF,True,881,43268,65698,2017-05-12T00:00:00,881,65698,43268,2017-05-17T00:00:00,2017-04-17T07:45:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
237,54737,HUF,False,7,43268,66270,2017-05-12T00:00:00,7,66270,43268,2017-05-17T00:00:00,2017-04-07T08:47:00,BUD,Budapest,Station,LTN,London Luton,Station,Vueling Airlines,Vueling Airlines
238,51408,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-05T13:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
239,40834,HUF,False,819,43268,65698,2017-05-12T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-05T13:25:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Aegean Airlines,Flybe
240,35131,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-17T06:45:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
241,31520,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-20T00:00:00,2017-04-14T19:00:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
242,23155,HUF,True,1914,43268,66270,2017-05-12T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-04T09:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
243,57989,HUF,True,881,43268,65698,2017-05-12T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-03T20:35:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
244,55629,HUF,False,1710,43268,65698,2017-05-12T00:00:00,1710,65698,43268,2017-05-22T00:00:00,2017-04-15T09:50:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Brussels Airlines,Brussels Airlines
245,62632,HUF,True,881,43268,65698,2017-05-12T00:00:00,881,65698,43268,2017-05-31T00:00:00,2017-04-13T12:15:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
246,55818,HUF,False,1710,43268,65698,2017-05-12T00:00:00,1710,65698,43268,2017-05-31T00:00:00,2017-04-13T12:15:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Brussels Airlines,Brussels Airlines
255,28201,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-13T00:00:00,2017-04-14T15:29:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
256,30469,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-13T21:23:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
257,31833,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-17T07:32:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
258,25955,HUF,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-16T07:49:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
259,31833,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-17T07:36:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
260,34585,HUF,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-13T05:03:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
261,39689,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-17T06:45:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
262,25025,HUF,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-20T00:00:00,2017-04-13T14:13:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
263,34974,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-16T14:26:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
264,22019,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-09T15:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
265,58883,HUF,True,881,43268,65698,2017-05-13T00:00:00,881,65698,43268,2017-05-24T00:00:00,2017-04-14T11:22:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
266,56623,HUF,False,838,43268,65698,2017-05-13T00:00:00,838,65698,43268,2017-05-24T00:00:00,2017-04-14T11:22:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Air France,Air France
267,55447,HUF,False,1523,43268,65698,2017-05-13T00:00:00,1523,65698,43268,2017-05-25T00:00:00,2017-04-09T23:13:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
268,56123,HUF,True,885,43268,81678,2017-05-13T00:00:00,885,81678,43268,2017-05-25T00:00:00,2017-04-09T23:13:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
269,43036,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-27T00:00:00,2017-04-12T18:06:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
270,29875,HUF,True,1914,43268,66270,2017-05-13T00:00:00,1914,66270,43268,2017-05-29T00:00:00,2017-04-15T14:57:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
274,38591,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-14T00:00:00,2017-04-15T19:21:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
275,28711,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-03-26T09:47:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
276,43704,HUF,True,1914,43268,66270,2017-05-14T00:00:00,885,81678,43268,2017-05-16T00:00:00,2017-04-16T14:17:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Wizz Air,Flybe
277,36560,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-15T11:41:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
278,31924,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-10T14:20:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
279,50366,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-14T21:10:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
280,95599,HUF,True,881,43268,65698,2017-05-14T00:00:00,881,65698,43268,2017-05-20T00:00:00,2017-04-16T10:38:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
281,62052,HUF,False,1523,43268,65698,2017-05-14T00:00:00,1523,65698,43268,2017-05-20T00:00:00,2017-04-06T20:58:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
282,40161,HUF,True,1914,43268,66270,2017-05-14T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-14T15:25:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
283,86166,HUF,True,881,43268,65698,2017-05-14T00:00:00,881,65698,43268,2017-05-22T00:00:00,2017-04-10T11:49:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
284,62455,HUF,False,1523,43268,65698,2017-05-14T00:00:00,1523,65698,43268,2017-05-22T00:00:00,2017-04-10T11:50:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
289,38193,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-15T00:00:00,2017-04-17T06:46:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
290,29355,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-11T08:24:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
291,27610,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-13T10:08:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
292,43290,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-15T18:28:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
293,42625,HUF,False,1375,43268,65698,2017-05-15T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-14T20:18:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,LOT,Flybe
294,42549,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-04T15:34:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
295,58472,HUF,False,1523,43268,65698,2017-05-15T00:00:00,1523,65698,43268,2017-05-20T00:00:00,2017-04-05T15:38:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Austrian Airlines,Austrian Airlines
296,54112,HUF,True,881,43268,65698,2017-05-15T00:00:00,881,65698,43268,2017-05-21T00:00:00,2017-04-16T12:57:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
297,38578,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-15T18:46:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
298,38578,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-23T00:00:00,2017-04-14T22:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
299,26715,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-24T00:00:00,2017-04-03T09:51:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
300,39764,HUF,True,1914,43268,66270,2017-05-15T00:00:00,1914,66270,43268,2017-05-31T00:00:00,2017-04-17T10:16:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
305,28692,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-16T00:00:00,2017-04-17T00:17:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
306,23774,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-12T14:05:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
307,32090,HUF,True,885,43268,81678,2017-05-16T00:00:00,885,81678,43268,2017-05-18T00:00:00,2017-04-16T08:41:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
308,33507,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-09T14:28:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
309,29718,HUF,True,885,43268,81678,2017-05-16T00:00:00,885,81678,43268,2017-05-20T00:00:00,2017-04-14T10:35:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
310,59052,HUF,True,885,43268,81678,2017-05-16T00:00:00,881,65698,43268,2017-05-21T00:00:00,2017-04-10T22:26:00,BUD,Budapest,Station,LHR,London Heathrow,Station,Flybe,British Airways
311,57212,HUF,False,1001,43268,65655,2017-05-16T00:00:00,1001,65655,43268,2017-05-21T00:00:00,2017-04-10T22:26:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Norwegian,Norwegian
312,24900,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-14T22:19:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
313,30263,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-23T00:00:00,2017-04-16T17:54:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
314,91521,HUF,False,1001,43268,65655,2017-05-16T00:00:00,1515,65655,43268,2017-05-24T00:00:00,2017-04-13T22:08:00,BUD,Budapest,Station,LGW,London Gatwick,Station,Norwegian,Czech Airlines
315,38221,HUF,True,885,43268,81678,2017-05-16T00:00:00,885,81678,43268,2017-05-25T00:00:00,2017-04-05T15:46:00,BUD,Budapest,Station,SEN,London Southend Mncpl,Station,Flybe,Flybe
316,34356,HUF,True,1914,43268,66270,2017-05-16T00:00:00,1914,66270,43268,2017-05-27T00:00:00,2017-04-03T11:52:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
317,53237,HUF,True,881,43268,65698,2017-05-16T00:00:00,881,65698,43268,2017-05-29T00:00:00,2017-04-05T13:37:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
318,53735,HUF,True,881,43268,65698,2017-05-16T00:00:00,881,65698,43268,2017-05-31T00:00:00,2017-04-03T16:27:00,BUD,Budapest,Station,LHR,London Heathrow,Station,British Airways,British Airways
322,17561,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-17T00:00:00,2017-04-14T18:10:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
323,26296,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-18T00:00:00,2017-04-13T19:24:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
324,24878,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-19T00:00:00,2017-04-12T10:59:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
325,27515,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-20T00:00:00,2017-04-03T20:12:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
326,30416,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-21T00:00:00,2017-04-15T17:08:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
327,20605,HUF,True,1914,43268,66270,2017-05-17T00:00:00,1914,66270,43268,2017-05-22T00:00:00,2017-04-12T06:31:00,BUD,Budapest,Station,LTN,London Luton,Station,Wizz Air,Wizz Air
